num,character,char_slug,emotion,text,input_text,filename
414,호레이쇼 넬슨,nelson,,"옛 지구였지. 마지막으로 본 것은, 그 대해전의 안개였소.","옛 지구였지. 마지막으로 본 것은, 그 대해전의 안개였소.",nelson_001.mp3
415,호레이쇼 넬슨,nelson,,"동방의 거북선 제독… 이름은 들었소. 솔직히, 한 수 위라 인정한 유일한 이름이지. 같은 바다의 영웅을 우주에서 만나다니.","동방의 거북선 제독… 이름은 들었소. 솔직히, 한 수 위라 인정한 유일한 이름이지. 같은 바다의 영웅을 우주에서 만나다니.",nelson_002.mp3
416,호레이쇼 넬슨,nelson,,그 마지막 대해전의 바람을 다시 맞을 줄은 몰랐소. 그대들의 함대에 함께 하지 — 마지막 일전이 어디든.,그 마지막 대해전의 바람을 다시 맞을 줄은 몰랐소. 그대들의 함대에 함께 하지 — 마지막 일전이 어디든.,nelson_003.mp3
417,호레이쇼 넬슨,nelson,,"옛 지구 최후의 대해전 — 그때 우리가 거둔 마지막 승리. 오늘, 다시 우리가 거둔다.","옛 지구 최후의 대해전 — 그때 우리가 거둔 마지막 승리. 오늘, 다시 우리가 거둔다.",nelson_004.mp3
418,호레이쇼 넬슨,nelson,,"그대의 거북선 — 옛 지구 최후의 대해전, 그 빅토리와 어깨를 나란히 하오.","그대의 거북선 — 옛 지구 최후의 대해전, 그 빅토리와 어깨를 나란히 하오.",nelson_005.mp3
419,호레이쇼 넬슨,nelson,,이순신. 설마 당신이오?,이순신. 설마 당신이오?,nelson_006.mp3
420,호레이쇼 넬슨,nelson,,"이백 년의 시차, 두 대륙의 거리… 그것을 이 손바닥이 메우는구려.","이백 년의 시차, 두 대륙의 거리… 그것을 이 손바닥이 메우는구려.",nelson_007.mp3
421,호레이쇼 넬슨,nelson,,"England expects— 아니. 이제는 지구가 기대한다. 합시다, 사령관.","England expects— 아니. 이제는 지구가 기대한다. 합시다, 사령관.",nelson_008.mp3
422,A. 아인슈타인,einstein,,반갑소. 이 균열 안에서 백 년을 기다렸지. 시공은 상대적이니 — 나에게는 그리 길지 않았소.,반갑소. 이 균열 안에서 백 년을 기다렸지. 시공은 상대적이니 — 나에게는 그리 길지 않았소.,einstein_001.mp3
423,A. 아인슈타인,einstein,,우르사의 보이드 방어막 — 일정 주파수에서 공명을 일으키면 영쩜삼초만에 풀리오. 내가 계산을 해주지.,우르사의 보이드 방어막 — 일정 주파수에서 공명을 일으키면 영쩜삼초만에 풀리오. 내가 계산을 해주지.,einstein_002.mp3
424,A. 아인슈타인,einstein,,테슬라. 자네의 무선 전력은 결국 옳았어. 시간이 증명했지.,테슬라. 자네의 무선 전력은 결국 옳았어. 시간이 증명했지.,einstein_003.mp3
425,A. 아인슈타인,einstein,,시공 보정 알고리즘 — 전 함대에 적용 완료. 명중률 +이십 퍼센트. 우르사의 회피 패턴까지 예측 가능.,시공 보정 알고리즘 — 전 함대에 적용 완료. 명중률 +이십 퍼센트. 우르사의 회피 패턴까지 예측 가능.,einstein_004.mp3
426,A. 아인슈타인,einstein,,시공 안정. 보이드 방어막 해석 장비 — 활성화 가능 상태.,시공 안정. 보이드 방어막 해석 장비 — 활성화 가능 상태.,einstein_005.mp3
427,A. 아인슈타인,einstein,,그 알고리즘 — 이순신 장군의 전술이 거꾸로 너의 허점을 가리킨다. 봉인이 풀리면 — 방패가 칼이 되지.,그 알고리즘 — 이순신 장군의 전술이 거꾸로 너의 허점을 가리킨다. 봉인이 풀리면 — 방패가 칼이 되지.,einstein_006.mp3
428,A. 아인슈타인,einstein,,사쩜칠GHz 공명파 — 충전 백 퍼센트. 발사 명령 대기.,사쩜칠GHz 공명파 — 충전 백 퍼센트. 발사 명령 대기.,einstein_007.mp3
429,A. 아인슈타인,einstein,,시공 결정체 보정 — 적용. 보이드 방어막 공명 주파수 락온.,시공 결정체 보정 — 적용. 보이드 방어막 공명 주파수 락온.,einstein_008.mp3
430,A. 아인슈타인,einstein,,가능했지. 백 년 동안 균열 안에서 — 자네들 모르게 결정체를 길러왔거든.,가능했지. 백 년 동안 균열 안에서 — 자네들 모르게 결정체를 길러왔거든.,einstein_009.mp3
431,A. 아인슈타인,einstein,,사쩜칠GHz 공명파 — 발사!,사쩜칠GHz 공명파 — 발사!,einstein_010.mp3
432,A. 아인슈타인,einstein,,시공이 풀렸군. 균열이 닫히고 있어. 자연 상태로 — 돌아간다.,시공이 풀렸군. 균열이 닫히고 있어. 자연 상태로 — 돌아간다.,einstein_011.mp3
433,A. 아인슈타인,einstein,,우주는 상대적이지만 — 고향은 절대적이군.,우주는 상대적이지만 — 고향은 절대적이군.,einstein_012.mp3
434,A. 아인슈타인,einstein,,당신이 왔군요. 예상했습니다.,당신이 왔군요. 예상했습니다.,einstein_013.mp3
435,A. 아인슈타인,einstein,,"나는 백 년 전에 이 순간을 계산했습니다. 당신이 이 좌표에 올 것을, 그 시각까지. 오차 범위 영쩜삼%.","나는 백 년 전에 이 순간을 계산했습니다. 당신이 이 좌표에 올 것을, 그 시각까지. 오차 범위 영쩜삼%.",einstein_014.mp3
436,A. 아인슈타인,einstein,,그리고 백구. 이휘소 박사와 내가 설계했습니다. 역시간 전송 방정식으로.,그리고 백구. 이휘소 박사와 내가 설계했습니다. 역시간 전송 방정식으로.,einstein_015.mp3
437,A. 아인슈타인,einstein,,"치크스도 찾지 못할 위치, 글리제 균열의 간섭을 받는 프록시마B. 사령관의 각성 지점이었습니다.","치크스도 찾지 못할 위치, 글리제 균열의 간섭을 받는 프록시마B. 사령관의 각성 지점이었습니다.",einstein_016.mp3
438,A. 아인슈타인,einstein,,당신이 유일하게 이 두 가지를 동시에 가졌기 때문입니다. 분노와 자비.,당신이 유일하게 이 두 가지를 동시에 가졌기 때문입니다. 분노와 자비.,einstein_017.mp3
439,A. 아인슈타인,einstein,,"치크스를 쓰러뜨릴 분노, 그리고 치크스를 이해할 자비. 분노만 있으면 또 다른 우르사 메이저를 만들 뿐이에요.","치크스를 쓰러뜨릴 분노, 그리고 치크스를 이해할 자비. 분노만 있으면 또 다른 우르사 메이저를 만들 뿐이에요.",einstein_018.mp3
440,이휘소,leehwiso,,누구시오? 이 좌표를 아는 사람이 있다니.,누구시오? 이 좌표를 아는 사람이 있다니.,leehwiso_001.mp3
441,이휘소,leehwiso,,방정식이 완성됐소. 보이드 에너지와 반물질을 결합하면 — 지금껏 이 우주에 없던 무기 에너지가 나와.,방정식이 완성됐소. 보이드 에너지와 반물질을 결합하면 — 지금껏 이 우주에 없던 무기 에너지가 나와.,leehwiso_002.mp3
442,이휘소,leehwiso,,거북선에 그 에너지를 실을 수 있소? 도면이 있다면...,거북선에 그 에너지를 실을 수 있소? 도면이 있다면...,leehwiso_003.mp3
443,이휘소,leehwiso,,"여기가 어디요. 나는 이휘소요, 입자물리학자였소. 백 년을 잤다니...","여기가 어디요. 나는 이휘소요, 입자물리학자였소. 백 년을 잤다니...",leehwiso_004.mp3
444,이휘소,leehwiso,,보이드 행성들은... 뭔가 다를 거야. 우르사 메이저 아래에 있던 행성들이니까.,보이드 행성들은... 뭔가 다를 거야. 우르사 메이저 아래에 있던 행성들이니까.,leehwiso_005.mp3
445,우르사 메이저,ursamajor,,인류의 작은 함대가 마침내 여기까지 왔는가. 백 년의 침묵을 깨고.,인류의 작은 함대가 마침내 여기까지 왔는가. 백 년의 침묵을 깨고.,ursamajor_001.mp3
446,우르사 메이저,ursamajor,,"백 년 전, 나는 너희 별을 봉인했다. 너희 종족의 침묵은 영원할 줄 알았지. 그러나 — 한 캡슐이 다시 깨어났구나.","백 년 전, 나는 너희 별을 봉인했다. 너희 종족의 침묵은 영원할 줄 알았지. 그러나 — 한 캡슐이 다시 깨어났구나.",ursamajor_002.mp3
447,우르사 메이저,ursamajor,,이순신. 너의 전술 데이터는 내 방어 알고리즘의 핵심이었다. 너를 봉인한 것은 — 가장 강한 무기를 빼앗기 위함이었다.,이순신. 너의 전술 데이터는 내 방어 알고리즘의 핵심이었다. 너를 봉인한 것은 — 가장 강한 무기를 빼앗기 위함이었다.,ursamajor_003.mp3
448,우르사 메이저,ursamajor,,아인슈타인까지... 백 년 전 균열에 던져버렸던 노학자가 살아있었다니. 흥미롭군.,아인슈타인까지... 백 년 전 균열에 던져버렸던 노학자가 살아있었다니. 흥미롭군.,ursamajor_004.mp3
449,우르사 메이저,ursamajor,,아이젠클로. 너의 임무는 봉쇄였다. 그러나 너는 봉쇄에 실패했다. 변명은 — 받지 않는다.,아이젠클로. 너의 임무는 봉쇄였다. 그러나 너는 봉쇄에 실패했다. 변명은 — 받지 않는다.,ursamajor_005.mp3
450,우르사 메이저,ursamajor,,호위가 무너졌다. 그러나 나의 본체 방어막은 그 어떤 무기로도 뚫지 못한다. 너희가 가진 것은 — 무엇이냐.,호위가 무너졌다. 그러나 나의 본체 방어막은 그 어떤 무기로도 뚫지 못한다. 너희가 가진 것은 — 무엇이냐.,ursamajor_006.mp3
451,우르사 메이저,ursamajor,,그것은... 시공 공명? 불가능하다. 자연 결정체로는...,그것은... 시공 공명? 불가능하다. 자연 결정체로는...,ursamajor_007.mp3
452,우르사 메이저,ursamajor,,인류... 너희가... 다시... 일어났구나... 봉쇄는... 영원할 수 없었던... 가...,인류... 너희가... 다시... 일어났구나... 봉쇄는... 영원할 수 없었던... 가...,ursamajor_008.mp3
453,아이젠클로,eisenklau,,"기어이 여기까지 기어왔군, 벌레들. 페스작센 — 내 단조로의 심장이다. 우르사 메이저께서 내리신 봉쇄, 그 쇠사슬의 마지막 고리지. 여기서 네놈들을 녹여, 다시 강철로 벼려주마.","기어이 여기까지 기어왔군, 벌레들. 페스작센 — 내 단조로의 심장이다. 우르사 메이저께서 내리신 봉쇄, 그 쇠사슬의 마지막 고리지. 여기서 네놈들을 녹여, 다시 강철로 벼려주마.",eisenklau_001.mp3
454,아이젠클로,eisenklau,,"이순신?! 그 잠든 칼을 누가 깨웠나! …상관없다. 크리그 전 함대, 전열 정비! 저 낡은 거북 껍데기를 — 갈아 부숴라!","이순신?! 그 잠든 칼을 누가 깨웠나! …상관없다. 크리그 전 함대, 전열 정비! 저 낡은 거북 껍데기를 — 갈아 부숴라!",eisenklau_002.mp3
455,아이젠클로,eisenklau,,아니야. 보이드 군주의 의지는 — 나 하나가 아니야. 우르사 메이저는 그분의 손발 중 하나에 불과해.,아니야. 보이드 군주의 의지는 — 나 하나가 아니야. 우르사 메이저는 그분의 손발 중 하나에 불과해.,eisenklau_003.mp3
456,아이젠클로,eisenklau,,우르사 님. 인간들이 거북선이라는 것을 만들었습니다. 거기 — 이순신의 전술 데이터가 적용된 강화 함선입니다.,우르사 님. 인간들이 거북선이라는 것을 만들었습니다. 거기 — 이순신의 전술 데이터가 적용된 강화 함선입니다.,eisenklau_004.mp3
457,아이젠클로,eisenklau,,인간 따위가... 친위대 알파부터 엡실론까지! 전열 정비! 일점사 — 거북선!,인간 따위가... 친위대 알파부터 엡실론까지! 전열 정비! 일점사 — 거북선!,eisenklau_005.mp3
458,볼프 노인,wolfelder,,"당신 눈빛, 그 사람과 똑같군. 백 년 전, 모두가 도망칠 때 혼자 함대를 돌려세운 옛 지구의 한 제독이 있었소. 이걸 맡기며 그랬지 — ""언젠가 알아볼 사람이 온다""고.","당신 눈빛, 그 사람과 똑같군. 백 년 전, 모두가 도망칠 때 혼자 함대를 돌려세운 옛 지구의 한 제독이 있었소. 이걸 맡기며 그랬지 — ""언젠가 알아볼 사람이 온다""고.",wolfelder_001.mp3
459,볼프 노인,wolfelder,,그건 나도 모르오. 허나 나머지 도면을 따라가면 — 그를 만나게 될 거요.,그건 나도 모르오. 허나 나머지 도면을 따라가면 — 그를 만나게 될 거요.,wolfelder_002.mp3
460,아오리,aori,,프록시마B에서? 그 차가운 궤도에서 살아 돌아온 사람은 네가 처음이야. 다들 거기서 잊혀지는데.,프록시마B에서? 그 차가운 궤도에서 살아 돌아온 사람은 네가 처음이야. 다들 거기서 잊혀지는데.,aori_001.mp3
461,아오리,aori,,허. 뭘 팔 거요?,허. 뭘 팔 거요?,aori_002.mp3
462,레인저 맥시모프,maximoff,,"우리 저항군은 지구에서 쫓겨난 사람들이에요. 치크스-우르사 메이저가 지구를 봉쇄하고 크리그가 항로를 장악하기 전, 이순신 장군과 함께 맞서 싸웠던 선조들의 후손이죠. 사백 년 전 이 방공호를 파고 — 여기서 나고, 여기서 잃었어요. 내 아내도, 두 아이도. 그래서 난 지구를 되찾는 걸 멈출 수 없어요. 그건… 가족을 되찾는 일이니까.","우리 저항군은 지구에서 쫓겨난 사람들이에요. 치크스-우르사 메이저가 지구를 봉쇄하고 크리그가 항로를 장악하기 전, 이순신 장군과 함께 맞서 싸웠던 선조들의 후손이죠. 사백 년 전 이 방공호를 파고 — 여기서 나고, 여기서 잃었어요. 내 아내도, 두 아이도. 그래서 난 지구를 되찾는 걸 멈출 수 없어요. 그건… 가족을 되찾는 일이니까.",maximoff_001.mp3
463,레인저 맥시모프,maximoff,,살아남은 것만으론 부족했어요. 지금 크리그가 보급망에 첩자를 심어 우리 내부를 흔들고 있어요. 믿을 수 있는 동료가 절실해요.,살아남은 것만으론 부족했어요. 지금 크리그가 보급망에 첩자를 심어 우리 내부를 흔들고 있어요. 믿을 수 있는 동료가 절실해요.,maximoff_002.mp3
464,레인저 맥시모프,maximoff,,연대의 증표를 먼저. 지구 철광석 — 지구의 땅에서 온 것으로 서약하는 게 우리 전통이에요.,연대의 증표를 먼저. 지구 철광석 — 지구의 땅에서 온 것으로 서약하는 게 우리 전통이에요.,maximoff_003.mp3
465,레인저 맥시모프,maximoff,,"당신들이 직접 왔군요. 코르넬리우스 사건 — 우리도 들었어요. 아이젠클로가 직접 기술을 사들였다면, 위협은 우리 예상보다 깊어요.","당신들이 직접 왔군요. 코르넬리우스 사건 — 우리도 들었어요. 아이젠클로가 직접 기술을 사들였다면, 위협은 우리 예상보다 깊어요.",maximoff_004.mp3
466,레인저 맥시모프,maximoff,,그렇다면 공식 연대 협약을 먼저 맺어야 합니다. 지구의 방식으로.,그렇다면 공식 연대 협약을 먼저 맺어야 합니다. 지구의 방식으로.,maximoff_005.mp3
467,레인저 맥시모프,maximoff,,크리그가 새 거점을 올리고 있어요. 아이젠클로가 직접 지휘 중이에요.,크리그가 새 거점을 올리고 있어요. 아이젠클로가 직접 지휘 중이에요.,maximoff_006.mp3
468,레인저 맥시모프,maximoff,,"제작 베이 준비 완료. 장영실 씨, 시작하시죠.","제작 베이 준비 완료. 장영실 씨, 시작하시죠.",maximoff_007.mp3
469,레인저 맥시모프,maximoff,,페스작센은 끝났습니다. 집행관 아이젠클로 — 격파 확인. 허나 크리그 보급 요새 슈멜츠가 아직 숨 쉬고 있어요.,페스작센은 끝났습니다. 집행관 아이젠클로 — 격파 확인. 허나 크리그 보급 요새 슈멜츠가 아직 숨 쉬고 있어요.,maximoff_008.mp3
470,레인저 맥시모프,maximoff,,사령관. 지구가 — 백 년 만에 — 다시 열렸어요. 의회가 당신을 기다리고 있습니다.,사령관. 지구가 — 백 년 만에 — 다시 열렸어요. 의회가 당신을 기다리고 있습니다.,maximoff_009.mp3
471,레인저 맥시모프,maximoff,,아이젠클로의 친필 항복서 — 의회에 헌정합니다. 백 년 봉쇄의 종결 — 공식 선포.,아이젠클로의 친필 항복서 — 의회에 헌정합니다. 백 년 봉쇄의 종결 — 공식 선포.,maximoff_010.mp3
472,레인저 맥시모프,maximoff,,결의안 채택 완료. 프록시마B부터 글리제 균열까지 — 가 전 은하계 행성 총독권을 경매로 인수한다.,결의안 채택 완료. 프록시마B부터 글리제 균열까지 — 가 전 은하계 행성 총독권을 경매로 인수한다.,maximoff_011.mp3
473,항법 AI,navai,,"아우레우스 정보 칩 해독 시도 — 실패. 치크스 변조 주파수 감지. 현재 장비로는 불가. …기록: 이 암호, 데이터로만 본 적 있음. 실물은, 처음.","아우레우스 정보 칩 해독 시도 — 실패. 치크스 변조 주파수 감지. 현재 장비로는 불가. …기록: 이 암호, 데이터로만 본 적 있음. 실물은, 처음.",navai_001.mp3
474,항법 AI,navai,,지구 진입. 봉쇄 해제 — 자유 항해 모드 활성화. 백 년 만의 첫 인류 함대 착륙.,지구 진입. 봉쇄 해제 — 자유 항해 모드 활성화. 백 년 만의 첫 인류 함대 착륙.,navai_002.mp3
475,볼칸,volcan,,"그뿐만이 아니다 — 마그마 코어 비축고도 통째로. 당신들이 뭘 만들든, 필요하면 가져가라.","그뿐만이 아니다 — 마그마 코어 비축고도 통째로. 당신들이 뭘 만들든, 필요하면 가져가라.",volcan_001.mp3
476,철갈고리 보그,borg,,어이 거기 함대. 이 항로는 내 구역이야. 통행료 ₡만 내놓으면 곱게 보내주지.,어이 거기 함대. 이 항로는 내 구역이야. 통행료 ₡만 내놓으면 곱게 보내주지.,borg_001.mp3
477,밀수왕 카림,karim,,"오, 함선들 좋은데? 흠집 내기 싫으면 ₡만 내. 사업은 사업이니까.","오, 함선들 좋은데? 흠집 내기 싫으면 ₡만 내. 사업은 사업이니까.",karim_001.mp3
478,치크스 군단장 크라쉬,krash,,인간 주제에 감히 여기까지. 목숨값으로 ₡를 바쳐라. 그럼 오늘은 살려두마.,인간 주제에 감히 여기까지. 목숨값으로 ₡를 바쳐라. 그럼 오늘은 살려두마.,krash_001.mp3
479,현상금 사냥꾼 베일,veil,,"네 목에 걸린 현상금보다 ₡가 싸게 먹히겠지? 자, 선택해.","네 목에 걸린 현상금보다 ₡가 싸게 먹히겠지? 자, 선택해.",veil_001.mp3
480,약탈자 도르가,dorga,,함선이 아깝지 않냐? ₡ 내면 못 본 척 해주마. 거절하면… 후회할걸.,함선이 아깝지 않냐? ₡ 내면 못 본 척 해주마. 거절하면… 후회할걸.,dorga_001.mp3
